,idx,lat
63371,61.251.165.39192.168.10.1944354793,20840.67
63372,61.251.165.39192.168.10.1944354794,20254.45
63373,62.138.155.102192.168.10.1400,20795.67
63374,62.138.155.102192.168.10.1444351130,21415.72
63375,62.161.94.230192.168.10.1500,19443.26
63376,62.161.94.230192.168.10.1544354442,20742.75
63377,62.161.94.230192.168.10.1544354537,20381.25
63378,62.161.94.230192.168.10.1544354538,20596.67
63379,62.161.94.230192.168.10.1544354542,21198.75
63380,62.161.94.230192.168.10.1544354544,20659.25
63381,62.161.94.230192.168.10.1544354549,20044.00
63382,62.161.94.230192.168.10.1544354557,21252.75
63383,62.161.94.230192.168.10.1544354561,20280.75
63384,62.161.94.230192.168.10.1544354565,20920.25
63385,62.168.44.118192.168.10.1400,20349.00
63386,62.168.44.118192.168.10.1444352653,21420.62
63387,63.135.90.143192.168.10.1500,19752.80
63388,63.135.90.143192.168.10.1544350106,21407.40
63389,63.135.90.143192.168.10.900,18155.00
63390,63.135.90.143192.168.10.98015853,22073.00
63391,63.137.42.243192.168.10.1200,19823.38
63392,63.137.42.243192.168.10.128038870,20445.50
63393,63.140.33.134192.168.10.1244336192,20413.07
63394,63.140.33.134192.168.10.1244336228,20356.36
63395,63.140.56.141192.168.10.900,19770.22
63396,63.140.56.141192.168.10.944316941,20622.67
63397,63.140.59.231192.168.10.1400,19265.00
63398,63.140.59.231192.168.10.1444350899,20995.25
63399,63.140.61.246192.168.10.2544351162,20293.00
63400,63.144.176.10192.168.10.128045754,19977.50
63401,63.144.176.10192.168.10.168036428,20071.07
63402,63.144.176.10192.168.10.168058952,20190.62
63403,63.144.176.10192.168.10.900,18970.00
63404,63.144.176.10192.168.10.98016175,20115.69
63405,63.144.176.33192.168.10.128041530,19997.81
63406,63.144.176.75192.168.10.1744354569,21338.84
63407,63.144.176.81192.168.10.1644350370,21452.31
63408,63.144.176.82192.168.10.1744354771,21824.39
63409,63.238.216.25192.168.10.900,19703.00
63410,63.238.216.25192.168.10.98015673,22498.00
63411,63.241.108.103192.168.10.1500,18703.00
63412,63.241.108.103192.168.10.1544354199,20819.75
63413,63.241.108.103192.168.10.5144333304,20828.88
63414,63.241.108.103192.168.10.5144336348,20729.00
63415,63.241.108.103192.168.10.5144336410,20899.67
63416,63.241.108.103192.168.10.5144336535,21034.00
63417,63.241.108.103192.168.10.900,19067.50
63418,63.241.108.103192.168.10.98013944,20958.29
63419,63.241.108.104192.168.10.1944344658,21066.67
63420,63.241.108.104192.168.10.5144352971,20771.38
63421,63.241.108.104192.168.10.900,20742.00
63422,63.241.108.104192.168.10.944317985,20880.00
63423,63.251.109.83192.168.10.1500,20152.29
63424,63.251.109.83192.168.10.158053668,20729.33
63425,63.251.109.83192.168.10.158053669,20186.50
63426,63.251.109.83192.168.10.158053681,21362.00
63427,63.251.109.83192.168.10.158053713,21715.00
63428,63.251.109.88192.168.10.1500,19894.75
63429,63.251.109.88192.168.10.158053750,21870.33
63430,63.251.109.88192.168.10.158053786,21654.60
63431,63.251.109.88192.168.10.158053804,21571.25
63432,63.251.109.88192.168.10.2500,19387.00
63433,63.251.109.88192.168.10.2544351747,19851.80
63434,63.251.109.88192.168.10.800,20064.20
63435,63.251.109.88192.168.10.844351919,21659.64
63436,63.251.109.88192.168.10.844351920,20765.17
63437,63.251.109.88192.168.10.844351928,20279.00
63438,63.251.109.90192.168.10.5100,20181.75
63439,63.251.109.90192.168.10.5144343704,21756.38
63440,63.251.210.247192.168.10.128052686,21764.50
63441,63.251.210.247192.168.10.1644353306,20749.91
63442,63.251.210.247192.168.10.1944334294,20161.60
63443,63.251.210.247192.168.10.5144334372,20651.00
63444,63.251.240.12192.168.10.128052634,21139.50
63445,63.251.240.12192.168.10.258050298,20893.25
63446,63.251.240.12192.168.10.500,20239.67
63447,63.251.240.12192.168.10.5144347018,21354.64
63448,63.251.240.12192.168.10.544349421,21061.00
63449,63.251.240.12192.168.10.900,19606.38
63450,63.251.240.12192.168.10.944314081,21498.40
63451,63.251.240.12192.168.10.944314121,21157.17
63452,63.251.240.12192.168.10.944314122,21152.80
63453,63.251.248.131192.168.10.128051970,20892.00
63454,63.251.248.131192.168.10.900,20067.67
63455,63.251.248.131192.168.10.944314851,21862.40
63456,63.251.248.136192.168.10.500,19928.00
63457,63.251.248.136192.168.10.544351442,20949.14
63458,63.251.252.12192.168.10.1244345228,21077.11
63459,63.251.252.12192.168.10.1500,19880.88
63460,63.251.252.12192.168.10.1544351783,21527.25
63461,63.251.252.12192.168.10.158051680,21198.00
63462,63.251.252.12192.168.10.158051683,20388.67
63463,63.251.252.12192.168.10.800,19797.67
63464,63.251.252.12192.168.10.844352807,20781.33
63465,63.251.85.32192.168.10.1400,20097.71
63466,63.251.85.32192.168.10.1444351122,21097.43
63467,63.251.85.32192.168.10.1444351129,20019.00
63468,63.251.88.56192.168.10.128055968,20994.00
63469,63.251.98.12192.168.10.128033432,20281.40
63470,63.251.98.12192.168.10.128033762,20505.00
63471,63.251.98.12192.168.10.128033982,20005.00
63472,63.251.98.12192.168.10.128034050,20129.50
63473,63.251.98.12192.168.10.128034290,20359.80
63474,63.251.98.12192.168.10.128034370,21187.00
63475,63.251.98.12192.168.10.128034656,21079.00
63476,63.251.98.12192.168.10.128034694,20410.20
63477,63.251.98.12192.168.10.128034760,20542.20
63478,63.251.98.12192.168.10.128034800,21714.50
63479,63.251.98.12192.168.10.128034944,20330.20
63480,63.251.98.12192.168.10.128034990,20443.00
63481,63.251.98.12192.168.10.128056794,20660.83
63482,63.251.98.12192.168.10.128060530,19842.00
63483,63.251.98.12192.168.10.128060728,19995.60
63484,63.251.98.12192.168.10.128060812,20587.80
63485,63.251.98.12192.168.10.128060986,20517.00
63486,63.251.98.12192.168.10.1400,20057.67
63487,63.251.98.12192.168.10.1444352709,21323.00
63488,63.251.98.12192.168.10.1500,19776.44
63489,63.251.98.12192.168.10.1544349938,20998.00
63490,63.251.98.12192.168.10.1544349968,21062.00
63491,63.251.98.12192.168.10.158055928,21711.00
63492,63.251.98.12192.168.10.1644341510,20530.88
63493,63.251.98.12192.168.10.1644345162,20502.73
63494,63.251.98.12192.168.10.1644347998,20850.00
63495,63.251.98.12192.168.10.1644348000,20668.09
63496,63.251.98.12192.168.10.178043978,20531.20
63497,63.251.98.12192.168.10.178045723,21158.00
63498,63.251.98.12192.168.10.178045926,20688.50
63499,63.251.98.12192.168.10.178045970,20626.60
63500,63.251.98.12192.168.10.178045971,21404.50
63501,63.251.98.12192.168.10.198046834,21267.00
63502,63.251.98.12192.168.10.800,20129.00
63503,63.251.98.12192.168.10.844350324,20828.25
63504,63.251.98.12192.168.10.844351125,21185.75
63505,63.251.98.12192.168.10.900,19758.33
63506,63.251.98.12192.168.10.944314789,21621.80
63507,64.12.228.31192.168.10.2500,19771.58
63508,64.12.228.31192.168.10.2544349558,20771.86
63509,64.12.228.31192.168.10.2544349572,20858.40
63510,64.12.245.38192.168.10.1200,19904.00
63511,64.12.245.38192.168.10.1244334072,21466.14
63512,64.12.245.38192.168.10.128036382,19998.50
63513,64.12.245.38192.168.10.800,19656.75
63514,64.12.245.38192.168.10.88050413,20487.50
63515,64.124.217.61192.168.10.1500,19480.00
63516,64.124.217.61192.168.10.158055726,22501.00
63517,64.210.142.4192.168.10.168040408,21184.75
63518,64.210.147.104192.168.10.1500,20565.00
63519,64.210.147.104192.168.10.1544350544,20660.00
63520,64.30.224.172192.168.10.2500,20195.50
63521,64.30.224.172192.168.10.258049238,20684.33
63522,64.30.224.172192.168.10.258049324,21293.33
63523,64.30.224.172192.168.10.800,20203.25
63524,64.30.224.172192.168.10.844351073,21309.43
63525,64.30.224.201192.168.10.800,19771.99
63526,64.30.224.201192.168.10.844351088,21006.64
63527,64.30.224.201192.168.10.900,19889.66
63528,64.30.224.201192.168.10.944318092,21414.53
63529,64.30.224.201192.168.10.944318094,20943.00
63530,64.30.224.201192.168.10.944318095,21108.03
63531,64.30.228.84192.168.10.500,20023.19
63532,64.30.228.84192.168.10.544351365,21199.95
63533,64.30.228.84192.168.10.544351369,21041.67
63534,64.30.230.20192.168.10.2500,19492.80
63535,64.30.230.20192.168.10.258049246,21322.90
63536,64.34.226.83192.168.10.800,20174.00
63537,64.34.226.83192.168.10.88050757,22238.00
63538,64.34.226.87192.168.10.1744335835,20706.85
63539,64.34.226.88192.168.10.1700,19875.00
63540,64.34.226.88192.168.10.1744354292,21727.17
63541,64.4.54.18192.168.10.1400,20816.25
63542,64.4.54.18192.168.10.1444349586,21782.60
63543,64.4.54.18192.168.10.1444349588,22131.67
63544,64.4.54.18192.168.10.1500,19945.25
63545,64.4.54.18192.168.10.1544349539,21757.83
63546,64.4.54.18192.168.10.1544349562,20677.33
63547,64.4.54.22192.168.10.500,19737.40
63548,64.4.54.22192.168.10.58049799,21289.67
63549,64.4.54.253192.168.10.1400,20193.00
63550,64.4.54.253192.168.10.1444350267,21746.46
63551,64.4.54.253192.168.10.1444352826,20944.29
63552,64.4.54.253192.168.10.1500,20065.00
63553,64.4.54.253192.168.10.1544349568,20957.50
63554,64.4.54.253192.168.10.1544349573,21617.50
63555,64.4.54.254192.168.10.1200,18840.00
63556,64.4.54.254192.168.10.1244353916,21183.20
63557,64.4.54.254192.168.10.1244353918,20204.91
63558,64.4.54.254192.168.10.1400,19695.77
63559,64.4.54.254192.168.10.1444349632,20785.17
63560,64.4.54.254192.168.10.1444349758,20674.67
63561,64.4.54.254192.168.10.1444349827,20696.00
63562,64.4.54.254192.168.10.1444350846,21203.50
63563,64.4.54.254192.168.10.1444352804,21694.43
63564,64.4.54.254192.168.10.1500,19658.91
63565,64.4.54.254192.168.10.1544349459,20439.00
63566,64.4.54.254192.168.10.1544349742,21023.17
63567,64.4.54.254192.168.10.1544349797,20917.70
63568,64.4.54.254192.168.10.1544350509,20893.43
63569,64.4.54.254192.168.10.1544350695,21055.67
63570,64.4.54.254192.168.10.1544350983,20219.81
63571,64.4.54.254192.168.10.1544355846,21211.17
63572,64.4.54.254192.168.10.300,20258.33
63573,64.4.54.254192.168.10.344365422,21177.17
63574,64.71.142.113192.168.10.1500,19871.50
63575,64.71.142.113192.168.10.1544350566,20722.75
63576,64.95.32.37192.168.10.1400,20458.00
63577,64.95.32.37192.168.10.1444350939,21302.00
63578,64.95.32.37192.168.10.148050685,21208.00
63579,64.95.32.48192.168.10.1500,19221.00
63580,64.95.32.48192.168.10.1544351050,21294.00
63581,64.95.32.55192.168.10.1600,20590.67
63582,64.95.32.55192.168.10.1644358106,21379.25
63583,64.95.32.64192.168.10.1400,20045.33
63584,64.95.32.64192.168.10.1444351936,21438.50
63585,65.152.202.170192.168.10.1400,19365.00
63586,65.152.202.170192.168.10.148050686,19885.29
63587,65.39.197.206192.168.10.168034658,20564.20
63588,65.39.197.206192.168.10.168034662,20230.00
63589,65.52.108.220192.168.10.300,20176.00
63590,65.52.108.220192.168.10.344364255,21353.56
63591,65.52.235.123192.168.10.300,20685.00
63592,65.52.235.123192.168.10.344352115,21286.38
63593,65.52.98.233192.168.10.1500,19839.57
63594,65.52.98.233192.168.10.1544349479,20838.33
63595,65.55.138.111192.168.10.1444349462,21098.33
63596,65.55.138.111192.168.10.1500,19493.67
63597,65.55.138.111192.168.10.1544349455,21197.22
63598,65.55.252.202192.168.10.1400,19936.50
63599,65.55.252.202192.168.10.1444349502,20733.33
63600,65.55.252.202192.168.10.1444349578,20549.33
63601,65.55.252.202192.168.10.1444349610,20766.20
63602,65.55.252.202192.168.10.1500,19886.14
63603,65.55.252.202192.168.10.1544349799,20774.29
63604,65.55.252.202192.168.10.1544350226,21118.17
63605,65.55.252.202192.168.10.500,19584.40
63606,65.55.252.202192.168.10.544349214,20756.25
63607,65.55.252.202192.168.10.544349734,21936.67
63608,65.55.252.93192.168.10.1500,19848.67
63609,65.55.252.93192.168.10.1544355889,21437.43
63610,65.55.44.109192.168.10.1400,19636.44
63611,65.55.44.109192.168.10.1444349465,20423.79
63612,65.55.44.109192.168.10.1444350196,21114.50
63613,65.55.44.109192.168.10.1444353872,20771.83
63614,65.55.44.109192.168.10.1500,20069.33
63615,65.55.44.109192.168.10.1544353077,21652.00
63616,65.55.44.109192.168.10.300,19754.67
63617,65.55.44.109192.168.10.344355341,21042.75
63618,65.55.44.109192.168.10.344359471,21140.57
63619,66.135.223.200192.168.10.900,19714.20
63620,66.135.223.200192.168.10.944315703,21468.29
63621,66.150.48.21192.168.10.1500,18994.00
63622,66.150.48.21192.168.10.1544354939,20390.75
63623,66.170.124.124192.168.10.900,19523.43
63624,66.170.124.124192.168.10.944313991,21321.50
63625,66.223.116.150192.168.10.500,19957.71
63626,66.223.116.150192.168.10.58050767,21609.97
63627,66.223.116.150192.168.10.58050772,21767.18
63628,66.235.128.102192.168.10.500,20038.57
63629,66.235.128.102192.168.10.544349392,21020.33
63630,66.235.138.193192.168.10.1500,19760.50
63631,66.235.138.193192.168.10.1544350690,21531.83
63632,66.235.141.144192.168.10.900,19518.25
63633,66.235.141.144192.168.10.98015838,21487.00
63634,66.235.144.190192.168.10.1744359749,20662.15
63635,66.235.144.209192.168.10.800,19801.92
63636,66.235.144.209192.168.10.844353031,21192.75
63637,66.235.144.209192.168.10.900,19850.71
63638,66.235.144.209192.168.10.944316187,21559.20
63639,66.235.145.169192.168.10.5144341127,19692.60
63640,66.235.146.148192.168.10.900,19899.94
63641,66.235.146.148192.168.10.944318184,21203.00
63642,66.235.146.148192.168.10.944318209,20586.50
63643,66.235.147.238192.168.10.1200,19517.57
63644,66.235.147.238192.168.10.1244346884,20642.50
63645,66.235.147.238192.168.10.1244346886,20071.00
63646,66.235.147.238192.168.10.1400,19797.22
63647,66.235.147.238192.168.10.1444352091,20583.57
63648,66.235.147.238192.168.10.1444352092,20649.57
63649,66.235.147.238192.168.10.800,19370.25
63650,66.235.147.238192.168.10.844352018,20715.30
63651,66.235.147.240192.168.10.1600,19576.75
63652,66.235.147.240192.168.10.1644352446,20157.57
63653,66.235.147.244192.168.10.1200,19413.00
63654,66.235.147.244192.168.10.1244351252,20481.00
63655,66.235.147.244192.168.10.1244351254,20014.00
63656,66.235.147.244192.168.10.800,19791.75
63657,66.235.147.244192.168.10.844349262,19953.27
63658,66.235.153.38192.168.10.198049464,20276.30
63659,66.235.155.62192.168.10.800,19499.17
63660,66.235.155.62192.168.10.844351181,20459.18
63661,66.235.155.62192.168.10.900,19900.70
63662,66.235.155.62192.168.10.944316942,20065.64
63663,66.235.155.62192.168.10.944316943,20892.33
63664,66.235.155.62192.168.10.98013849,19944.00
63665,66.242.12.10192.168.10.1644341212,20541.45
63666,66.242.12.50192.168.10.1244338164,21111.67
63667,66.242.12.50192.168.10.900,20270.33
63668,66.242.12.50192.168.10.944315450,21282.76
63669,66.254.103.140192.168.10.5100,22159.00
63670,66.45.83.9192.168.10.1244345290,20339.80
63671,66.45.83.9192.168.10.5144334127,20181.71
63672,66.45.83.9192.168.10.900,19727.78
63673,66.45.83.9192.168.10.944317402,21602.75
63674,66.45.83.9192.168.10.944317436,21361.00
63675,66.45.83.9192.168.10.944317444,20807.00
63676,66.61.169.153192.168.10.1744344039,21685.69
63677,66.61.169.99192.168.10.1744348079,21445.31
63678,66.61.169.99192.168.10.1744348084,20342.86
63679,66.70.172.17192.168.10.19123123,19271.57
63680,67.135.105.160192.168.10.1400,20014.67
63681,67.135.105.160192.168.10.148051087,20335.64
63682,67.217.177.158192.168.10.900,20966.00
63683,67.217.177.158192.168.10.944317105,21405.71
63684,67.22.40.210192.168.10.1500,20128.00
63685,67.22.40.210192.168.10.1544350541,21002.14
63686,67.22.40.210192.168.10.1544350542,20922.67
63687,67.221.174.30192.168.10.2500,19996.29
63688,67.221.174.30192.168.10.2544350783,21509.00
63689,67.221.174.40192.168.10.2500,19806.15
63690,67.221.174.40192.168.10.2544350776,21502.00
63691,67.226.210.12192.168.10.1400,19624.00
63692,67.226.210.12192.168.10.1444352743,21194.00
63693,67.226.213.60192.168.10.158052311,21296.00
63694,68.64.16.192192.168.10.1200,18557.50
63695,68.64.16.192192.168.10.1244333378,19754.67
63696,68.64.16.192192.168.10.900,19599.50
63697,68.64.16.192192.168.10.944317348,20768.33
63698,68.64.2.192192.168.10.5100,20086.40
63699,68.64.2.192192.168.10.5144333182,21197.83
63700,68.64.2.192192.168.10.900,19441.00
63701,68.64.2.192192.168.10.944317333,21570.80
63702,68.67.154.70192.168.10.1400,19986.28
63703,68.67.154.70192.168.10.1444350390,21550.43
63704,68.67.178.109192.168.10.1500,19252.33
63705,68.67.178.109192.168.10.158055934,20198.67
63706,68.67.178.110192.168.10.1244340758,20595.25
63707,68.67.178.110192.168.10.128053466,20705.00
63708,68.67.178.110192.168.10.128053472,19984.00
63709,68.67.178.110192.168.10.128053510,22259.50
63710,68.67.178.110192.168.10.128053546,20856.61
63711,68.67.178.110192.168.10.128053652,20647.53
63712,68.67.178.110192.168.10.128053692,20709.70
63713,68.67.178.110192.168.10.128053704,20119.00
63714,68.67.178.110192.168.10.128053708,20298.67
63715,68.67.178.110192.168.10.1644349980,21035.00
63716,68.67.178.110192.168.10.1644349998,20653.92
63717,68.67.178.110192.168.10.1644350000,20521.15
63718,68.67.178.110192.168.10.1644350002,20027.54
63719,68.67.178.110192.168.10.1744337013,21741.33
63720,68.67.178.110192.168.10.2500,20403.00
63721,68.67.178.110192.168.10.2544350929,20837.44
63722,68.67.178.111192.168.10.128035168,20603.12
63723,68.67.178.111192.168.10.128035230,20718.44
63724,68.67.178.111192.168.10.1644347780,20400.45
63725,68.67.178.111192.168.10.1644355144,20418.00
63726,68.67.178.111192.168.10.178057199,20621.50
63727,68.67.178.111192.168.10.1944348461,20461.00
63728,68.67.178.132192.168.10.1244358112,20454.39
63729,68.67.178.132192.168.10.1244358116,20942.20
63730,68.67.178.132192.168.10.1244358122,20274.00
63731,68.67.178.132192.168.10.1400,19001.75
63732,68.67.178.132192.168.10.1444350021,21815.00
63733,68.67.178.132192.168.10.1644345860,21183.40
63734,68.67.178.132192.168.10.1944349028,20785.89
63735,68.67.178.132192.168.10.1944351571,20737.87
63736,68.67.178.132192.168.10.500,19180.40
63737,68.67.178.132192.168.10.544350841,21507.75
63738,68.67.178.137192.168.10.1500,19797.10
63739,68.67.178.137192.168.10.1544351031,21454.29
63740,68.67.178.137192.168.10.1544351032,20991.00
63741,68.67.178.137192.168.10.1544351033,21071.29
63742,68.67.178.137192.168.10.1744351148,20549.95
63743,68.67.178.137192.168.10.1744351216,20374.50
63744,68.67.178.137192.168.10.198045393,20626.50
63745,68.67.178.137192.168.10.2500,18339.00
63746,68.67.178.137192.168.10.2544351778,21071.67
63747,68.67.178.137192.168.10.2544351785,19888.00
63748,68.67.178.137192.168.10.800,19691.25
63749,68.67.178.137192.168.10.844352054,21576.30
63750,68.67.178.137192.168.10.900,19850.00
63751,68.67.178.137192.168.10.944317978,21492.00
63752,68.67.178.137192.168.10.944317979,20599.89
63753,68.67.178.138192.168.10.128051946,20414.33
63754,68.67.178.138192.168.10.128052652,20320.89
63755,68.67.178.138192.168.10.128052976,20449.29
63756,68.67.178.138192.168.10.1400,19643.00
63757,68.67.178.138192.168.10.1444350379,20066.00
63758,68.67.178.138192.168.10.1444353135,21830.83
63759,68.67.178.138192.168.10.1500,19576.75
63760,68.67.178.138192.168.10.1544355312,21372.60
63761,68.67.178.138192.168.10.1644343874,21086.00
63762,68.67.178.138192.168.10.1644344696,20664.00
63763,68.67.178.138192.168.10.1744356949,20913.92
63764,68.67.178.138192.168.10.500,19665.12
63765,68.67.178.138192.168.10.5144339580,20615.73
63766,68.67.178.138192.168.10.544349440,21354.00
63767,68.67.178.138192.168.10.544349572,21121.20
63768,68.67.178.138192.168.10.544349574,20304.00
63769,68.67.178.138192.168.10.544349579,21028.00
63770,68.67.178.138192.168.10.900,19779.92
63771,68.67.178.138192.168.10.944314696,21536.33
63772,68.67.178.138192.168.10.944314699,21509.56
63773,68.67.178.170192.168.10.1244335922,21203.17
63774,68.67.178.170192.168.10.1244339848,20476.79
63775,68.67.178.170192.168.10.1244339850,20926.25
63776,68.67.178.170192.168.10.1244339852,20741.15
63777,68.67.178.170192.168.10.128049516,20637.00
63778,68.67.178.170192.168.10.128049614,19627.00
63779,68.67.178.170192.168.10.128049698,20389.56
63780,68.67.178.170192.168.10.128049712,20023.00
63781,68.67.178.170192.168.10.2544349674,20574.00
63782,68.67.178.170192.168.10.2544349684,20206.43
63783,68.67.178.170192.168.10.2544351693,21226.30
63784,68.67.178.170192.168.10.2544351932,20568.00
63785,68.67.178.170192.168.10.2544351939,20525.57
63786,68.67.178.170192.168.10.500,19639.50
63787,68.67.178.170192.168.10.544349600,21533.50
63788,68.67.178.170192.168.10.544349602,21057.00
63789,68.67.178.170192.168.10.544349610,20287.00
63790,68.67.178.170192.168.10.900,20204.77
63791,68.67.178.170192.168.10.944315991,21067.00
63792,68.67.178.170192.168.10.944316086,21448.50
63793,68.67.178.170192.168.10.98015789,22060.00
63794,68.67.178.173192.168.10.128055312,20323.17
63795,68.67.178.173192.168.10.1400,19810.33
63796,68.67.178.173192.168.10.148050629,22547.67
63797,68.67.178.173192.168.10.1500,19889.50
63798,68.67.178.173192.168.10.158051243,21814.25
63799,68.67.178.173192.168.10.178033022,20539.31
63800,68.67.178.173192.168.10.900,19727.71
63801,68.67.178.173192.168.10.98014604,21720.71
63802,68.67.178.176192.168.10.1244334654,20111.70
63803,68.67.178.176192.168.10.1244334656,20692.67
63804,68.67.178.176192.168.10.1244342914,20973.33
63805,68.67.178.176192.168.10.1244342918,20640.33
63806,68.67.178.176192.168.10.128042562,20197.46
63807,68.67.178.176192.168.10.128042564,20105.11
63808,68.67.178.176192.168.10.1500,20118.33
63809,68.67.178.176192.168.10.1544352217,20497.00
63810,68.67.178.176192.168.10.2544351370,21002.64
63811,68.67.178.176192.168.10.800,20014.00
63812,68.67.178.176192.168.10.844349786,21205.50
63813,68.67.178.196192.168.10.128039180,20500.61
63814,68.67.178.196192.168.10.128039532,20358.95
63815,68.67.178.196192.168.10.128039638,20513.17
63816,68.67.178.196192.168.10.128039798,19774.83
63817,68.67.178.196192.168.10.2500,20789.00
63818,68.67.178.196192.168.10.2544351491,21105.45
63819,68.67.178.196192.168.10.5144342814,20416.31
63820,68.67.178.197192.168.10.1244349680,20826.71
63821,68.67.178.197192.168.10.1644333312,21020.27
63822,68.67.178.197192.168.10.1644333316,21231.17
63823,68.67.178.197192.168.10.1744350380,20525.12
63824,68.67.178.197192.168.10.198050720,21442.00
63825,68.67.178.197192.168.10.5144341943,20453.41
63826,68.67.178.199192.168.10.128044484,19975.62
63827,68.67.178.199192.168.10.128046012,20751.00
63828,68.67.178.199192.168.10.128046060,21273.05
63829,68.67.178.199192.168.10.1500,20189.67
63830,68.67.178.199192.168.10.1544351418,20412.75
63831,68.67.178.199192.168.10.1544351419,21170.83
63832,68.67.178.199192.168.10.1644343736,20657.17
63833,68.67.178.199192.168.10.1944335277,20795.39
63834,68.67.178.199192.168.10.5144349402,20763.73
63835,68.67.178.199192.168.10.5144349403,20181.36
63836,68.67.178.230192.168.10.1400,19902.21
63837,68.67.178.230192.168.10.1444350709,20700.29
63838,68.67.178.230192.168.10.1444351866,21499.00
63839,68.67.178.230192.168.10.148050695,21492.20
63840,68.67.178.230192.168.10.148053399,21442.50
63841,68.67.178.230192.168.10.1500,20040.25
63842,68.67.178.230192.168.10.158051966,20770.00
63843,68.67.178.230192.168.10.158053410,21777.00
63844,68.67.178.230192.168.10.1944358344,20843.17
63845,68.67.178.230192.168.10.1944358345,20468.67
63846,68.67.178.243192.168.10.128046254,20179.22
63847,68.67.178.243192.168.10.128049814,20720.57
63848,68.67.178.243192.168.10.128049816,20439.31
63849,68.67.178.243192.168.10.128050230,20482.52
63850,68.67.178.243192.168.10.128052290,20527.14
63851,68.67.178.243192.168.10.128052334,20092.11
63852,68.67.178.243192.168.10.128052368,20168.33
63853,68.67.178.243192.168.10.128052372,20182.08
63854,68.67.178.243192.168.10.1400,20115.67
63855,68.67.178.243192.168.10.1444349676,21650.00
63856,68.67.178.243192.168.10.178046079,20352.85
63857,68.67.178.243192.168.10.178046092,20474.50
63858,68.67.178.243192.168.10.178046310,20983.33
63859,68.67.178.243192.168.10.500,19591.00
63860,68.67.178.243192.168.10.5144346097,20788.57
63861,68.67.178.243192.168.10.544349687,21299.00
63862,68.67.178.246192.168.10.128052928,20479.00
63863,68.67.178.246192.168.10.128053062,20269.36
63864,68.67.178.246192.168.10.1400,19672.50
63865,68.67.178.246192.168.10.1444353763,21909.00
63866,68.67.178.246192.168.10.1500,19672.40
63867,68.67.178.246192.168.10.1544351086,21056.40
63868,68.67.178.246192.168.10.1744358410,20726.87
63869,68.67.178.246192.168.10.1744358620,19506.50
63870,68.67.178.246192.168.10.800,19739.29
63871,68.67.178.246192.168.10.844352674,20795.88
63872,68.67.178.246192.168.10.844352694,21916.40
63873,68.67.178.246192.168.10.900,19763.80
63874,68.67.178.246192.168.10.944317399,21231.12
63875,68.67.178.252192.168.10.128052718,20649.97
63876,68.67.178.252192.168.10.128052854,21029.00
63877,68.67.178.252192.168.10.128052856,20894.50
63878,68.67.178.252192.168.10.128056504,21096.94
63879,68.67.178.252192.168.10.128058116,20851.20
63880,68.67.178.252192.168.10.5144352167,20839.87
63881,68.67.178.252192.168.10.800,19692.50
63882,68.67.178.252192.168.10.844352395,21295.25
63883,68.67.180.12192.168.10.128047852,20667.17
63884,68.67.180.12192.168.10.128047854,20441.83
63885,68.67.180.12192.168.10.128051294,19961.67
63886,68.67.180.12192.168.10.128051344,20048.44
63887,68.67.180.12192.168.10.1400,19607.86
63888,68.67.180.12192.168.10.1444352162,20213.71
63889,68.67.180.12192.168.10.1444352384,20434.00
63890,68.67.180.12192.168.10.1500,19962.67
63891,68.67.180.12192.168.10.158052101,21544.00
63892,68.67.180.12192.168.10.158055658,21137.33
63893,68.67.180.12192.168.10.178038860,21057.00
63894,68.67.180.12192.168.10.178038899,20366.50
63895,68.67.180.12192.168.10.518040352,21777.00
63896,68.67.180.138192.168.10.1400,19800.67
63897,68.67.180.138192.168.10.148050724,22463.67
63898,68.67.180.44192.168.10.1400,19621.67
63899,68.67.180.44192.168.10.1444353077,20771.57
63900,68.67.180.44192.168.10.148051090,22570.50
63901,68.67.180.44192.168.10.148051138,22679.50
63902,68.67.180.44192.168.10.1744334319,21047.64
63903,68.67.180.45192.168.10.1244346894,20288.50
63904,68.67.180.45192.168.10.128041700,20575.00
63905,68.67.180.45192.168.10.128042812,20728.00
63906,68.67.180.45192.168.10.128042816,20518.67
63907,68.67.180.45192.168.10.128042910,20147.50
63908,68.67.180.45192.168.10.128043450,20910.25
63909,68.67.180.45192.168.10.128043492,20353.33
63910,68.67.180.45192.168.10.128043788,20270.00
63911,68.67.180.45192.168.10.128043856,21437.00
63912,68.67.180.45192.168.10.128043926,21031.13
63913,68.67.180.45192.168.10.1644347500,20081.50
63914,68.67.180.45192.168.10.1644347502,20585.62
63915,68.67.180.45192.168.10.800,19731.00
63916,68.67.180.45192.168.10.844349677,20888.25
63917,68.67.180.45192.168.10.844352414,21011.83
63918,68.67.180.45192.168.10.900,19984.91
63919,68.67.180.45192.168.10.944314780,20773.33
63920,68.67.180.45192.168.10.944314790,21189.57
63921,68.99.123.161192.168.10.1700,20351.00
63922,68.99.123.161192.168.10.1744342229,21937.00
63923,68.99.123.161192.168.10.2500,20429.00
63924,68.99.123.161192.168.10.2544350679,22147.00
63925,69.147.82.60192.168.10.1400,19045.00
63926,69.147.82.60192.168.10.1444353905,20794.75
63927,69.147.82.61192.168.10.5144336749,20220.00
63928,69.16.175.10192.168.10.1500,19790.82
63929,69.16.175.10192.168.10.1544351456,21242.71
